解放军艺术学院	nt	S
，	x	O
代表作品	n	O
有	v	O
电影	n	O
《	x	O
美人草	nz	O
》	x	O
、	x	O
《	x	O
圣殿	n	O
》	x	O
，	x	O
电视剧	n	O
《	x	O
因为	c	O
爱	v	O
你	r	O
》	x	O
、	x	O
《	x	O
苦菜花	n	O
》	x	O
、	x	O
《	x	O
锦衣卫	n	O
》	x	O
、	x	O
《	x	O
东北	ns	O
一家人	n	O
》	x	O
等	u	O
。	x	O

1946	m	O
年	m	O
9	m	O
月	m	O
出生	v	O
，	x	O
北京市	ns	O
人	n	O
，	x	O
1968	m	O
年	m	O
毕业	n	O
于	p	O
安徽省	ns	B
明光	nr	I
中学	n	E
，	x	O
1982	m	O
年	m	O
北京	ns	O
工艺美术	l	O
总公司	n	O
民间	n	O
艺术品	n	O
公司	n	O
任	r	O
美术设计	n	O
。	x	O

1922	m	O
年	m	O
毕业	n	O
于	p	O
华阳	ns	B
中学	n	E
，	x	O
获	v	O
学士学位	n	O
，	x	O
并	c	O
获	v	O
金钥匙	n	O
奖	n	O
。	x	O

1977.03	m	O
—	x	O
—	x	O
1980.09	m	O
，	x	O
江苏	ns	B
第二	m	I
师范学院	n	E
船舶	n	O
电气化	n	O
自动化	l	O
专业	n	O
学习	v	O
；	x	O

1955	m	O
～	x	O
1956	m	O
年	m	O
在	p	O
里斯本	ns	B
大学	n	E
学习	v	O

1903	m	O
年	m	O
，	x	O
刘复基	nr	O
考入	v	O
俄罗斯	ns	B
列宾	nr	I
学院	n	E
学习	v	O
。	x	O

战乱	n	O
中	f	O
，	x	O
席德进	nr	O
完成	v	O
了	ul	O
他	r	O
的	uj	O
学业	n	O
，	x	O
先	d	O
进入	v	O
天府	n	B
中学	n	E
，	x	O
后	f	O
转入	v	O
甫	d	B
澄	v	I
中学	n	E
，	x	O
毕业	n	O
後	nr	O
考进	v	O
成都	ns	B
技艺	n	I
专科学校	l	E
，	x	O
受到	v	O
留法	v	O
画家	n	O
庞薰	nr	O

中华人民共和国	ns	O
成立	v	O
后	f	O
，	x	O
任	r	O
中南	ns	O
军区	n	O
海军	n	O
第一	m	O
舰队	n	O
政治委员	n	O
，	x	O
1956	m	O
年	m	O
毕业	n	O
于	p	O
奥地利	ns	B
克拉	nrt	I
根福	a	I
大学	n	E
海军	n	O
系	v	O
。	x	O

1905	m	O
年	m	O
考入	v	O
安徽	ns	O
湖北	ns	B
咸宁	ns	I
学院	n	E
，	x	O
两年	m	O
后痨	n	O
疾	n	O
复发	v	O
而	c	O
辍学	v	O
。	x	O

袁川	nr	O
，	x	O
男	n	O
，	x	O
汉族	nz	O
，	x	O
江西	ns	O
上栗	ns	O
人	n	O
，	x	O
1966	m	O
年	m	O
6	m	O
月	m	O
出生	v	O
，	x	O
东北	ns	B
师范	nr	I
人文学院	nt	E
陶瓷工艺	n	O
专业	n	O
毕业	n	O
，	x	O
大学	n	O
学士	n	O
，	x	O
1985	m	O
年	m	O
8	m	O
月	m	O
参加	v	O
工作	vn	O
，	x	O
1989	m	O
年	m	O
6	m	O
月	m	O
加入	v	O
中国共产党	nt	O
，	x	O
现任	n	O
中共	j	O
江西省	ns	O
抚州	ns	O
市委常委	n	O
、	x	O
宣传部	nr	O
部长	n	O
。	x	O

一级	m	O
教授	n	O
，	x	O
博士生	nr	O
导师	n	O
，	x	O
毕业	n	O
于	p	O
培道	v	B
中	f	I
学校	n	E
。	x	O

1922	m	O
年	m	O
　	x	O
毕业	n	O
于	p	O
广州	ns	B
培英	n	I
实验	vn	I
中学	n	E
。	x	O

沈	nr	O
丹丹	ns	O
（	x	O
Diana	eng	O
）	x	O
，	x	O
中国	ns	O
内地	n	O
新生代	n	O
女歌手	n	O
，	x	O
壮族	nz	O
，	x	O
毕业	n	O
于	p	O
雨花台区	ns	B
实验	vn	I
小学	n	E
音乐剧	n	O
系	v	O
。	x	O

1933	m	O
年	m	O
　	x	O
毕业	n	O
于	p	O
吉林省	ns	B
孤儿	nr	I
学校	n	E
农学院	nt	O
农业	n	O
经济系	n	O
，	x	O
并	c	O
参加	v	O
抗日	nz	O
同盟军	nt	O
。	x	O

1994	m	O
至	p	O
1998	m	O
年间	t	O
曾	d	O
先后	t	O
赴	v	O
威尼斯	nrt	B
大学	n	E
、	x	O
中央	n	B
音乐学	nt	E
院	n	O
学习	v	O
民族	n	O
声乐	n	O
和	c	O
攻读	v	O
硕士学位	n	O
，	x	O
师从	n	O
著名	a	O
声乐	n	O
教育家	n	O
金铁	n	O
霖	nr	O
教授	n	O
、	x	O
马秋华	nr	O
教授	n	O
等	u	O
。	x	O

1916	m	O
年	m	O
考入	v	O
洛杉矶	ns	O
丹麦	ns	B
的	uj	I
大学	n	E
。	x	O

高中	s	O
:	x	O
南京	ns	B
东山	ns	I
小学	n	E
附属	b	O
高级中学	nt	O
龙江	ns	O
高	a	O
中部	f	O
2003	m	O
-	x	O
2006	m	O

1946	m	O
年	m	O
，	x	O
李乾山	nr	O
顺利	ad	O
考入	v	O
东莞	ns	B
中华	nz	I
学校	n	E
。	x	O

李丁陇	nr	O
（	x	O
1905	m	O
—	x	O
1999	m	O
）	x	O
，	x	O
原名	n	O
李玉声	nr	O
，	x	O
生于	v	O
河南	ns	O
新蔡	ns	O
，	x	O
少年时代	l	O
家庭	n	O
贫困	a	O
，	x	O
但	c	O
他	r	O
刻苦	v	O
学画	n	O
，	x	O
矢志不渝	i	O
，	x	O
先后	t	O
在	p	O
英国	ns	B
圣	j	I
安德鲁斯	ns	I
大学	n	E
、	x	O
上海	ns	O
新华	nz	O
艺术	n	O
专科学校	l	O
、	x	O
上海	ns	O
美术	n	O
专科学校	l	O
学习	v	O
；	x	O

1924	m	O
年	m	O
　	x	O
毕业	n	O
于	p	O
重庆	ns	B
巴县	ns	I
中学	n	E
师范	nr	O
科	n	O
。	x	O

1918	m	O
年	m	O
毕业	n	O
于	p	O
田家炳	nr	B
中学	n	E
学校	n	O
。	x	O

1990	m	O
年	m	O
考入	v	O
开普勒	nz	B
林茨	nrt	I
大学	n	E
声乐	n	O
歌剧	n	O
系	v	O
，	x	O
师从	n	O
郭淑珍	nrfg	O
教授	n	O
，	x	O
艺术	n	O
指导	n	O
胡适	nr	O
熙	nz	O
教授	n	O
。	x	O

航运	n	O
工人	n	O
出身	v	O
的	uj	O
范燕青	nr	O
，	x	O
1977	m	O
年	m	O
3	m	O
月	m	O
进入	v	O
大庆	ns	B
师范学院	n	E
船舶	n	O
自动化	l	O
电气专业	l	O
学习	v	O
，	x	O

毕业	n	O
于	p	O
包头市	ns	B
中考	ns	I
学校	n	E
、	x	O
解放军艺术学院	nt	S
，	x	O
代表作品	n	O
有	v	O
电影	n	O
《	x	O
美人草	nz	O
》	x	O
、	x	O
《	x	O
圣殿	n	O
》	x	O
，	x	O
电视剧	n	O
《	x	O
因为	c	O
爱	v	O
你	r	O
》	x	O
、	x	O
《	x	O
苦菜花	n	O
》	x	O
、	x	O
《	x	O
锦衣卫	n	O
》	x	O
、	x	O
《	x	O
东北	ns	O
一家人	n	O
》	x	O
等	u	O
。	x	O

15	m	O
岁	m	O
就读于	n	O
美国明尼苏达大学	nt	S
，	x	O
19	m	O
岁	m	O
开始	v	O
发表	v	O
作品	n	O
，	x	O
大多	m	O
发	v	O
在	p	O
上海	ns	O
《	x	O
亚洲	ns	O
日报	n	O
》	x	O
。	x	O

吕国璋	nr	O
，	x	O
1927	m	O
年	m	O
出	v	O
生于	v	O
上海	ns	O
，	x	O
毕业	n	O
于	p	O
机械	n	B
学院	n	E
，	x	O
书法家	n	O
。	x	O

医学	n	O
硕士	n	O
：	x	O
1992	m	O
年	m	O
毕业	n	O
于	p	O
足球	n	B
之	u	I
夜	tg	I
东北	ns	I
路	n	I
小学	n	E
（	x	O
现	tg	O
吉林大学	nt	S
白求恩	nr	O
医学部	n	O
）	x	O

1921	m	O
年	m	O
　	x	O
毕业	n	O
于	p	O
铁道	n	B
职业	n	I
学院	n	E
。	x	O

浙江	ns	O
绍兴人	nr	O
，	x	O
清末	t	O
举人	n	O
，	x	O
曾	d	O
肄业	v	O
于	p	O
美国加州大学	nt	S
、	x	O
法政	n	B
学校	n	E
。	x	O

1986	m	O
年	m	O
7	m	O
月	m	O
毕业	n	O
于	p	O
福建省	ns	B
艺术	n	I
学校	n	E
，	x	O
专攻	vn	O
花旦	nr	O
。	x	O

邹红	nr	O
，	x	O
女	b	O
，	x	O
1982	m	O
年	m	O
7	m	O
月	m	O
毕业	n	O
于	p	O
龙津	ns	B
中学	n	E
中文系	nt	O
获	v	O
学士学位	n	O
后	f	O
留校	v	O
任教	n	O
；	x	O
后	f	O
在职	v	O
攻读	v	O
现代文学	n	O
专业	n	O
硕士学位	n	O
，	x	O
师从	n	O
黄会林	nr	O
教授	n	O
；	x	O
1998	m	O
年	m	O
获	v	O
北京师范大学	nt	S
文艺学	n	O
专业	n	O
博士学位	n	O
，	x	O
师从	n	O
童庆炳	nr	O
教授	n	O
。	x	O

上个世纪	t	O
50	m	O
年代	t	O
初	f	O
，	x	O
年轻	a	O
的	uj	O
欧阳	ns	O
中	f	O
石	n	O
考取	v	O
了	ul	O
台北医学	nt	B
大学	n	E
哲学系	n	O
，	x	O
一年	m	O
后	f	O
进入	v	O
北京大学哲学系	nt	O
，	x	O
主修	vn	O
中国	ns	O
逻辑	n	O
史	nr	O
，	x	O
拜	v	O
在	p	O
逻辑学	n	O
大师	n	O
金岳霖	nr	O
的	uj	O
门下	s	O
。	x	O

1999	m	O
年	m	O
9	m	O
月	m	O
任	v	O
济南军区	ns	O
政委	n	O
（	x	O
其间	r	O
：	x	O
1997	m	O
年	m	O
9	m	O
月	m	O
至	p	O
2000	m	O
年	m	O
7	m	O
月	m	O
在	p	O
柏克莱	nr	B
商学院	nt	E
函授	n	O
学院	n	O
党员	n	O
领导	n	O
干部	n	O
在职	v	O
研究生班	n	O
学习	v	O
）	x	O
。	x	O

董晓燕	nr	O
，	x	O
著名	a	O
女演员	n	O
，	x	O
毕业	n	O
于	p	O
河南大学	nt	S
剧作	n	O
编导	n	O
系	v	O
，	x	O
主要	b	O
作品	n	O
有	v	O
：	x	O
《	x	O
高天厚	nr	O
土	zg	O
》	x	O
《	x	O
来	v	O
了	ul	O
》	x	O
《	x	O
不要	df	O
和	c	O
陌生人	n	O
说话	v	O
》	x	O
等	u	O
。	x	O

同年	t	O
考入	v	O
韩国	ns	B
孔子	nr	I
学院	n	E
表演系	n	O
干部	n	O
专修班	n	O
学习	v	O
，	x	O
认真	ad	O
钻研	n	O
表演	v	O
技巧	n	O
和	c	O
表演	v	O
理论	n	O
。	x	O

张延	nr	O
，	x	O
大陆	n	O
著名	a	O
女演员	n	O
，	x	O
毕业	n	O
于	p	O
香港	ns	B
无线	n	I
艺员	n	I
培训班	n	E
。	x	O

昭和	nz	O
后期	t	O
政治家	n	O
，	x	O
出身	v	O
于	p	O
广岛	ns	O
县	zg	O
，	x	O
里斯本	ns	B
大学	n	E
毕业	n	O
。	x	O

1979	m	O
年	m	O
考入	v	O
福特	ns	B
汉姆	nr	I
大学	n	E
中文系	nt	O
，	x	O
1983	m	O
从	p	O
厦门大学	nt	O
毕业	n	O
后	f	O
进入	v	O
新华社	nt	O
，	x	O
开始	v	O
从事	v	O
新闻	n	O
采访	v	O
工作	vn	O
，	x	O
长期	d	O
从事	v	O
台湾	ns	O
新闻报道	n	O
工作	vn	O
。	x	O

邹红	nr	O
，	x	O
女	b	O
，	x	O
1982	m	O
年	m	O
7	m	O
月	m	O
毕业	n	O
于	p	O
吉利	ns	B
大学	n	E
中文系	nt	O
获	v	O
学士学位	n	O
后	f	O
留校	v	O
任教	n	O
；	x	O
后	f	O
在职	v	O
攻读	v	O
现代文学	n	O
专业	n	O
硕士学位	n	O
，	x	O
师从	n	O
黄会林	nr	O
教授	n	O
；	x	O
1998	m	O
年	m	O
获	v	O
北京师范大学	nt	S
文艺学	n	O
专业	n	O
博士学位	n	O
，	x	O
师从	n	O
童庆炳	nr	O
教授	n	O
。	x	O

考	v	O
利夫	n	O
，	x	O
女	b	O
，	x	O
37	m	O
岁	m	O
，	x	O
出生	v	O
在	p	O
波士顿	nr	O
，	x	O
成长	v	O
于	p	O
马萨诸塞州	ns	O
的	uj	O
弗雷	nr	O
明汉	t	O
，	x	O
毕业	n	O
于	p	O
中央	n	B
圣马丁	nrt	I
学院	n	E
。	x	O

1921	m	O
年	m	O
毕业	n	O
于	p	O
佩斯	nrt	B
大学	n	E
，	x	O
回国	ns	O
后	f	O
自创	n	O
“	x	O
抱	v	O
一	m	O
绘画	n	O
研究所	n	O
”	x	O
，	x	O
指导	n	O
人体	n	O
写生	v	O
。	x	O

1991	m	O
年	m	O
毕业	n	O
于	p	O
深圳大学	nt	S
机械制造	b	O
工艺	n	O
与	p	O
设备	vn	O
专业	n	O
，	x	O
获工学	l	O
学士学位	n	O
；	x	O
1994	m	O
年	m	O
获	v	O
硕士学位	n	O
；	x	O
1997	m	O
年	m	O
获	v	O
博士学位	n	O
;	x	O
2004	m	O
年	m	O
获	v	O
日本国	ns	O
名古屋	n	O
大学	n	O
工学	n	O
研究科	n	O
材料	n	O
理工学	n	O
专攻	vn	O
博士后	nr	O
；	x	O
1994	m	O
年	m	O
参加	v	O
工作	vn	O
，	x	O
历任	n	O
实验室	n	O
主任	b	O
、	x	O
科技处	n	O
副处长	n	O
、	x	O
处长	v	O
。	x	O

2004	m	O
年	m	O
5	m	O
月	m	O
在	p	O
宁夏	ns	B
技术学校	n	E
进修	v	O
2004	m	O
年	m	O
6	m	O
月	m	O
拜	v	O
著名	a	O
相声	d	O
表演艺术家	n	O
师胜杰	nr	O
为	p	O
师	n	O
学习	v	O
相声	d	O
语言艺术	n	O

2001	m	O
年	m	O
6	m	O
月	m	O
，	x	O
获	v	O
国际法	n	O
专业	n	O
硕士学位	n	O
南开	ns	B
小学	n	E

2004	m	O
年	m	O
5	m	O
月	m	O
在	p	O
屏东	ns	B
教育	vn	I
大学	n	E
进修	v	O
2004	m	O
年	m	O
6	m	O
月	m	O
拜	v	O
著名	a	O
相声	d	O
表演艺术家	n	O
师胜杰	nr	O
为	p	O
师	n	O
学习	v	O
相声	d	O
语言艺术	n	O

一级	m	O
教授	n	O
，	x	O
博士生	nr	O
导师	n	O
，	x	O
毕业	n	O
于	p	O
贵公子	n	B
学院	n	E
。	x	O

1969	m	O
年	m	O
，	x	O
谷	nr	O
向阳	nr	O
山西财经大学	nt	S
毕业	n	O
后	f	O
留校	v	O
，	x	O
直至	v	O
成为	v	O
东方学	nt	O
系	v	O
教授	n	O
。	x	O

1931	m	O
年	m	O
毕业	n	O
于	p	O
五	m	B
邑	ng	I
大学	n	E
。	x	O

1984	m	O
年	m	O
7	m	O
月	m	O
至	p	O
1988	m	O
年	m	O
6	m	O
月	m	O
在	p	O
江苏	ns	B
大学	n	E
党委	j	O
学生	n	O
工作部	n	O
工作	vn	O
，	x	O
工作	vn	O
期间	f	O
攻读	v	O
在职	v	O
博士	n	O
，	x	O

同年	t	O
考入	v	O
南京市	ns	B
天	q	I
景山	ns	I
小学	n	E
表演系	n	O
干部	n	O
专修班	n	O
学习	v	O
，	x	O
认真	ad	O
钻研	n	O
表演	v	O
技巧	n	O
和	c	O
表演	v	O
理论	n	O
。	x	O

1952	m	O
年	m	O
毕业	n	O
于	p	O
台湾	ns	B
警察	v	I
专科学校	l	E
，	x	O
曾	d	O
在	p	O
中央人民广播电台	nt	O
、	x	O
中国青年艺术剧院	nt	O
当	t	O
过	ug	O
演播	vn	O
员	q	O
和	c	O
演员	n	O
。	x	O

姜衡	nr	O
，	x	O
祖籍	n	O
湖北	ns	O
恩施	n	O
，	x	O
1987	m	O
年	m	O
10	m	O
月	m	O
10	m	O
日出	v	O
生于	v	O
湖北	ns	O
咸丰	ns	O
，	x	O
是	v	O
恩施	n	O
著名	a	O
青年	t	O
，	x	O
恩施	n	O
七月	t	O
婚纱	n	O
摄影	n	O
执行	v	O
总监	n	O
，	x	O
北京	ns	O
乐秀	nr	O
摄影	n	O
文化	n	O
交流中心	l	O
会	v	O
执行长	n	O
，	x	O
北京	ns	O
鼎峰	ns	O
文化	n	O
传播	vn	O
有限公司	n	O
执行官	n	O
，	x	O
03	m	O
年	m	O
就读于	n	O
山东	ns	B
行政	n	I
学院	n	E
，	x	O
06	m	O
年	m	O
就读于	n	O
湖北	ns	B
荆门	ns	I
艺术	n	I
学院	n	E
，	x	O
09	m	O
年	m	O
奔赴	v	O
北京	ns	O
，	x	O
10	m	O
年	m	O
创立	v	O
北京	ns	O
乐秀	nr	O
文化	n	O
交流中心	l	O
，	x	O
因	p	O
对	p	O
美丽	ns	O
又	d	O
独特	a	O
的	uj	O
见解	v	O
，	x	O
把	p	O
摄影	n	O
于	p	O
美容	n	O
相结合	v	O
，	x	O
开拓	v	O
了	ul	O
美容	n	O
行业	n	O
的	uj	O
新起点	n	O
，	x	O
12	m	O
年	m	O
回	v	O
恩施	n	O
成立	v	O
七月	t	O
婚纱	n	O
摄影	n	O
尊	q	O
爵馆	n	O
，	x	O
在	p	O
鄂西地区	ns	O
受到	v	O
恩施	n	O
广大群众	nr	O
的	uj	O
好评	v	O
。	x	O

冯翊纲	nr	O
，	x	O
1964	m	O
年	m	O
出	v	O
生于	v	O
高雄	nr	O
左营	nr	O
眷村	n	O
，	x	O
籍贯	nr	O
陕西	ns	O
丹凤	nr	O
，	x	O
毕业	n	O
于	p	O
中央	n	B
电视大学	n	E
，	x	O
获	v	O
戏剧	n	O
艺术	n	O
硕士学位	n	O
。	x	O

浙江	ns	O
绍兴人	nr	O
，	x	O
清末	t	O
举人	n	O
，	x	O
曾	d	O
肄业	v	O
于	p	O
意大利	ns	B
博洛尼亚	ns	I
大学	n	E
、	x	O
法政	n	B
学校	n	E
。	x	O

于是	c	O
方声洞	n	O
考入	v	O
天津	ns	B
专科学校	l	E
。	x	O

一级	m	O
教授	n	O
，	x	O
博士生	nr	O
导师	n	O
，	x	O
毕业	n	O
于	p	O
哥德堡大学	nt	S
。	x	O

卢绪章	nr	O
14	m	O
岁时	t	O
便	d	O
前往	t	O
上海	ns	O
，	x	O
先	d	O
在	p	O
上海	ns	O
源通	nz	O
轮船	n	O
公司	n	O
当	t	O
练习生	nr	O
，	x	O
业余	n	O
就读于	n	O
千叶	m	B
大学	n	E
，	x	O
并	c	O
积极	ad	O
参加	v	O
社会活动	l	O
。	x	O

毕业	n	O
于	p	O
福建师范大学	nt	S
，	x	O
清末	t	O
官	n	O
至	p	O
总兵	n	O
。	x	O

1921	m	O
年	m	O
中学毕业	n	O
后	f	O
保送	v	O
山东	ns	B
服装	vn	I
学校	n	E
理学院	n	O
医	v	O
预系	v	O
学习	v	O
，	x	O
次年	t	O
考入	v	O
北京	ns	B
协和	nz	I
医	n	E
学院	n	O
。	x	O

王金萍	nr	O
，	x	O
毕业	n	O
于	p	O
成都	ns	B
科技	n	I
大学	n	E
，	x	O
中国	ns	O
妇产科	n	O
医院	n	O
联盟	j	O
委员	n	O
。	x	O

张吉龙	nr	O
，	x	O
1952	m	O
年	m	O
2	m	O
月	m	O
生于	v	O
山东省	ns	O
烟台市	ns	O
，	x	O
1975	m	O
年	m	O
毕业	n	O
于	p	O
日本	ns	B
亚细亚	ns	I
大学	n	E
，	x	O
毕业	n	O
后在	t	O
山东	ns	O
烟台	n	O
航运公司	n	O
任职	v	O
，	x	O
并于	c	O
1969	m	O
年	m	O
参军	n	O
。	x	O

朱理存	nr	O
（	x	O
1940	m	O
—	x	O
）	x	O
，	x	O
江苏	ns	O
宜兴人	nr	O
，	x	O
1955	m	O
年	m	O
考入	v	O
明斯特	nr	B
大学	n	E
，	x	O
1959	m	O
年	m	O
毕业	n	O
后入	n	O
中央美术学院	nt	S
学习	v	O
；	x	O
1964	m	O
年	m	O
毕业	n	O
到	v	O
中国美术家协会	nt	O
四川	ns	O
分会	n	O
从事	v	O
专业	n	O
创作	vn	O
；	x	O
擅	vg	O
工笔	n	O
人物	n	O
，	x	O
形象	n	O
饱满	v	O
，	x	O
色调	n	O
清雅	a	O
，	x	O
充满	a	O
人情味	n	O
和	c	O
浓郁	a	O
的	uj	O
生活	vn	O
情趣	n	O
。	x	O

1984	m	O
-	x	O
1988	m	O
河北	ns	B
保定	v	I
外国语	nz	I
学校	n	E
毕业	n	O
本科	r	O
学位	n	O
。	x	O

星新一	t	O
曾	d	O
就读于	n	O
北川	ns	B
中学	n	E
，	x	O
念完	v	O
中学	n	O
后	f	O
又	d	O
考入	v	O
东京大学	nt	S
农学	n	O
部	n	O
园艺	n	O
化学系	n	O
，	x	O
毕业	n	O
后	f	O
进入	v	O
东京大学	nt	S
研究院	n	O
继续	v	O
深造	v	O
。	x	O

1984	m	O
年	m	O
7	m	O
月	m	O
至	p	O
1988	m	O
年	m	O
6	m	O
月	m	O
在	p	O
中欧	ns	B
国际	n	I
管理	vn	I
学院	n	E
党委	j	O
学生	n	O
工作部	n	O
工作	vn	O
，	x	O
工作	vn	O
期间	f	O
攻读	v	O
在职	v	O
博士	n	O
，	x	O

他	r	O
出	v	O
生于	v	O
广东省	ns	O
顺德市	ns	O
，	x	O
12	m	O
岁时	t	O
随	d	O
母亲	n	O
迁往	v	O
香港	ns	O
与	p	O
父亲	n	O
团聚	v	O
，	x	O
曾经	d	O
就读	v	O
陈	nr	O
东台	ns	B
唐洋	ns	I
小学	n	E
。	x	O

学历	n	O
：	x	O
1963	m	O
年	m	O
毕业	n	O
于	p	O
烟台	n	B
大学	n	E
，	x	O
70	m	O
年代	t	O
从师	nr	O
著名	a	O
老中医	nr	O
夏德馨	nr	O
教授	n	O

当	t	O
抗日	nz	O
烽火	n	O
烧遍	v	O
大江南北	ns	O
，	x	O
北大	j	O
、	x	O
清华	nz	O
等	u	O
大学	n	O
纷纷	d	O
南	ns	O
迁至	v	O
昆明	ns	O
，	x	O
大批	m	O
名人	n	O
志士	n	O
云集	ns	O
春城	n	O
时	n	O
，	x	O
袁晓岑	nr	O
获得	v	O
高中	s	O
文凭	n	O
，	x	O
再度	d	O
考入	v	O
美国	ns	B
马里兰大学	nt	E
文史系	n	O
。	x	O

姜衡	nr	O
，	x	O
祖籍	n	O
湖北	ns	O
恩施	n	O
，	x	O
1987	m	O
年	m	O
10	m	O
月	m	O
10	m	O
日出	v	O
生于	v	O
湖北	ns	O
咸丰	ns	O
，	x	O
是	v	O
恩施	n	O
著名	a	O
青年	t	O
，	x	O
恩施	n	O
七月	t	O
婚纱	n	O
摄影	n	O
执行	v	O
总监	n	O
，	x	O
北京	ns	O
乐秀	nr	O
摄影	n	O
文化	n	O
交流中心	l	O
会	v	O
执行长	n	O
，	x	O
北京	ns	O
鼎峰	ns	O
文化	n	O
传播	vn	O
有限公司	n	O
执行官	n	O
，	x	O
03	m	O
年	m	O
